pso_particles,pso_max_iter,pso_w,pso_w_end,pso_c1,pso_c2,charger_count,weight_load,weight_sensitivity,best_fitness,mean_fitness,std_fitness,mean_load_coverage,mean_avg_sensitivity,mean_runtime,best_selected_nodes
100,100,0.8,0.3,2.0,1.5,10,0.6,0.4,0.41536296946660334,0.4055177602119729,0.009357893780349296,0.5453566621803498,0.19575940725940724,65.95909562110901,"[4, 2, 24, 8, 32, 29, 7, 25, 19, 30]"
80,100,0.7,0.2,2.0,1.5,10,0.6,0.4,0.41954152487261503,0.4054900097659183,0.008591909557660824,0.5399730820995963,0.20376540126540124,55.87746286392212,"[19, 8, 32, 25, 24, 7, 4, 30, 2, 31]"
50,200,0.8,0.3,2.0,2.0,10,0.6,0.4,0.41500585865458006,0.4054709401560007,0.008990516923211804,0.5426648721399732,0.19968004218004215,70.54986772537231,"[24, 19, 7, 32, 2, 23, 30, 25, 8, 3]"
100,100,0.6,0.3,1.5,1.5,10,0.6,0.4,0.4142201123237462,0.4054521015099749,0.009241005900838274,0.5464333781965007,0.19398018648018647,83.32932934761047,"[14, 25, 7, 24, 30, 4, 19, 2, 32, 8]"
50,200,0.7,0.3,2.0,2.0,10,0.6,0.4,0.41651774739392505,0.4053888453931206,0.008778248998866787,0.541049798115747,0.20189741630918104,70.0098253250122,"[32, 7, 24, 25, 20, 30, 2, 8, 4, 19]"
50,200,0.8,0.3,1.5,2.0,10,0.6,0.4,0.41536296946660334,0.4050099190177252,0.01024916864326656,0.5434724091520862,0.19731618381618382,69.84974851608277,"[19, 4, 29, 24, 7, 2, 32, 8, 25, 30]"
50,100,0.7,0.2,1.5,1.5,10,0.6,0.4,0.41954152487261503,0.40500456698976206,0.010898270067009469,0.5485868102288022,0.18963120213120216,33.77907943725586,"[19, 32, 4, 31, 25, 24, 2, 8, 7, 30]"
50,100,0.8,0.3,2.0,1.5,10,0.6,0.4,0.4131844140605917,0.40494683348653737,0.006837348395886128,0.5469717362045761,0.19190947940947942,39.71223397254944,"[24, 2, 7, 32, 20, 23, 25, 30, 8, 4]"
80,100,0.8,0.2,1.5,2.0,10,0.6,0.4,0.41651774739392505,0.4049309212625182,0.010894877716399225,0.5432032301480485,0.19752245793422266,57.755492782592775,"[7, 19, 25, 30, 32, 24, 4, 23, 8, 2]"
80,100,0.7,0.2,1.5,2.0,10,0.6,0.4,0.4096725253212467,0.40468602913461593,0.004327075627051502,0.5378196500672947,0.20498559773559774,56.337932109832764,"[21, 25, 32, 7, 8, 2, 20, 30, 24, 19]"
100,100,0.7,0.2,2.0,2.0,10,0.6,0.4,0.41500585865458006,0.40466906639046607,0.00851676991271692,0.5415881561238223,0.1992904317904318,65.33519053459167,"[25, 3, 30, 32, 19, 7, 24, 8, 2, 20]"
50,200,0.6,0.2,2.0,1.5,10,0.6,0.4,0.4131844140605917,0.40459061957228376,0.007098462638355712,0.546164199192463,0.19223025014201484,67.50988159179687,"[30, 20, 7, 24, 8, 2, 25, 23, 32, 4]"
50,200,0.8,0.3,2.0,1.5,10,0.6,0.4,0.41802963613327004,0.40444181502660637,0.010187153754361102,0.5308209959623149,0.21487304362304363,68.90161933898926,"[25, 31, 2, 8, 24, 7, 3, 32, 19, 30]"
50,200,0.6,0.3,2.0,1.5,10,0.6,0.4,0.41651774739392505,0.4043699612186827,0.010484711720388727,0.5437415881561238,0.19531252081252082,67.03270831108094,"[25, 30, 8, 7, 20, 32, 3, 24, 2, 4]"
50,200,0.8,0.2,1.5,2.0,10,0.6,0.4,0.41451774739392505,0.4043510999543301,0.009060245720726124,0.5421265141318977,0.1976879786879787,70.52857551574706,"[8, 25, 32, 24, 2, 21, 30, 7, 19, 4]"
50,100,0.8,0.3,2.0,2.0,10,0.6,0.4,0.4142201123237462,0.4043486637712431,0.009180975122337297,0.5464333781965006,0.19122159213335682,39.70502529144287,"[30, 19, 2, 8, 32, 25, 24, 4, 14, 7]"
50,100,0.6,0.2,1.5,2.0,10,0.6,0.4,0.41954152487261503,0.4041446419887874,0.012636163688837137,0.5423956931359355,0.19676806526806526,35.84060254096985,"[7, 24, 2, 32, 8, 19, 31, 25, 30, 4]"
